3/27/2018 3:55	334.26	5.7808	14388	245.32	5.7601	8.07E+05	245.32	5.7601	7.79E+05	2.6637	0.046065	97.29	1.7	97.686	42.846	2.2941	3330.6	3215.7	2.37E+05	5754.7	6.15E+05	8.62E+05	1.93E+05	5760.1	6.39E+05	0.51662	0.53257	0.70512	0.99545	0.042827	0.060907	0.71006	0.062223	0.73392	0.99643	54.141	0.84818	114.9	1.5004	0	17900	8680.5	12012	43949	0.025597	1	1850.7	48.317	26.65	19.124	50.274	46.827	26.304	1851.4	1.5795	1.1176	17.762	12.044	34.557	16.816	1.1048	0.77432
3/27/2018 3:56	337.35	5.8341	14377	247.64	5.8132	8.06E+05	247.64	5.8132	7.78E+05	2.816	0.0487	97.135	1.7	97.649	44.469	2.2937	3449.2	3334.3	2.39E+05	5807.8	6.14E+05	8.56E+05	1.95E+05	5813.2	6.38E+05	0.51673	0.53268	0.70516	0.99545	0.042799	0.061913	0.71009	0.063206	0.73406	0.99642	54.104	0.84826	114.81	1.4995	0	17905	8672.9	12018	43961	0.025595	1	1852.6	48.291	26.663	19.124	50.314	46.822	26.33	1851.1	1.5555	1.0806	17.762	12.045	34.557	16.816	1.1045	0.77414
3/27/2018 3:57	369.06	6.3826	14142	270.96	6.3597	7.96E+05	270.96	6.3597	7.65E+05	2.9728	0.051411	96.976	1.7	97.411	37.958	2.2933	2958.8	2844.1	2.62E+05	6353.8	6.04E+05	8.76E+05	2.13E+05	6359.7	6.29E+05	0.51682	0.53277	0.70519	0.99544	0.042775	0.062958	0.71012	0.064226	0.73418	0.99642	54.074	0.84832	114.74	1.4988	0	17901	8663.9	12030	43960	0.025593	1	1860.5	48.269	26.673	19.126	50.299	46.822	26.336	1859.6	1.5565	1.1084	17.763	12.045	34.557	16.816	1.1038	0.77368
3/27/2018 3:58	330.78	5.7205	14430	242.85	5.7	8.08E+05	242.85	5.7	7.80E+05	2.633	0.045536	97.321	1.7	97.714	43.809	2.2933	3397.9	3283.2	2.35E+05	5694.6	6.16E+05	8.58E+05	1.91E+05	5700	6.39E+05	0.51679	0.53274	0.70518	0.99544	0.042783	0.060658	0.71012	0.061977	0.73419	0.99642	54.083	0.84832	114.73	1.4987	0	17849	8680.2	12017	43911	0.025574	1	1850.1	48.28	26.689	19.131	50.269	46.824	26.354	1852.1	1.5815	1.1062	17.763	12.045	34.556	16.816	1.1038	0.77366
3/27/2018 3:59	314.14	5.4327	14543	230.62	5.4133	8.13E+05	230.62	5.4133	7.87E+05	2.5105	0.043416	97.446	1.7	97.841	46.732	2.2934	3618.8	3504	2.23E+05	5408.2	6.22E+05	8.53E+05	1.81E+05	5413.3	6.43E+05	0.51668	0.53262	0.70516	0.99544	0.04281	0.059852	0.71009	0.061189	0.73414	0.99642	54.116	0.84828	114.76	1.499	0	17915	8688.4	11993	43946	0.025587	1	1848.4	48.31	26.712	19.144	50.315	46.829	26.378	1846.8	1.5864	1.0751	17.763	12.045	34.556	16.816	1.104	0.77381
3/27/2018 4:00	337.04	5.8288	14358	247.5	5.8079	8.05E+05	247.5	5.8079	7.76E+05	2.7121	0.046904	97.241	1.7	97.658	43.031	2.2928	3338.4	3223.7	2.39E+05	5802.4	6.13E+05	8.60E+05	1.94E+05	5807.9	6.37E+05	0.51679	0.53273	0.7052	0.99543	0.04278	0.061193	0.71013	0.0625	0.73433	0.99641	54.076	0.84838	114.63	1.4977	0	17891	8678.3	12001	43919	0.025583	1	1851.1	48.285	26.745	19.143	50.286	46.832	26.407	1846.7	1.5643	1.0793	17.763	12.046	34.556	16.816	1.1037	0.77358
3/27/2018 4:01	354.84	6.1365	14226	260.58	6.1145	7.99E+05	260.58	6.1145	7.69E+05	2.8605	0.049469	97.09	1.7	97.522	39.717	2.2927	3089.4	2974.7	2.52E+05	6108.7	6.08E+05	8.58E+05	2.05E+05	6114.5	6.32E+05	0.51681	0.53275	0.70521	0.99542	0.042774	0.062195	0.71014	0.06348	0.73438	0.99641	54.069	0.8484	114.61	1.4975	0	17879	8670.6	12025	43929	0.025591	1	1853.4	48.281	26.753	19.147	50.323	46.832	26.418	1852.5	1.571	1.0863	17.764	12.046	34.556	16.816	1.1034	0.77338
3/27/2018 4:02	313.03	5.4135	14621	229.88	5.3941	8.17E+05	229.88	5.3941	7.90E+05	2.4069	0.041624	97.552	1.7	97.865	46.471	2.2927	3594.5	3479.9	2.22E+05	5389	6.24E+05	8.60E+05	1.81E+05	5394.1	6.46E+05	0.51683	0.53278	0.70521	0.99543	0.04277	0.05911	0.71014	0.060461	0.73436	0.99641	54.064	0.8484	114.62	1.4976	0	17897	8692.8	12031	43996	0.025608	1	1862.5	48.275	26.74	19.149	50.308	46.832	26.417	1860.9	1.5765	1.0833	17.764	12.046	34.556	16.816	1.1035	0.77346
3/27/2018 4:03	322.83	5.5831	14461	237.04	5.5631	8.09E+05	237.04	5.5631	7.82E+05	2.7019	0.046726	97.251	1.7	97.759	45.945	2.2931	3558.5	3443.7	2.29E+05	5557.8	6.18E+05	8.50E+05	1.86E+05	5563.1	6.40E+05	0.51676	0.5327	0.70518	0.99543	0.042791	0.061133	0.71011	0.062442	0.73423	0.99641	54.091	0.84833	114.7	1.4984	0	17894	8678.8	12007	43949	0.025576	1	1844.3	48.292	26.718	19.149	50.335	46.832	26.392	1842.1	1.5733	1.0773	17.764	12.046	34.556	16.816	1.1034	0.77338
3/27/2018 4:04	330.55	5.7165	14477	242.66	5.696	8.11E+05	242.66	5.696	7.83E+05	2.6253	0.045402	97.329	1.7	97.718	44.561	2.2935	3455.4	3340.6	2.35E+05	5690.6	6.19E+05	8.56E+05	1.91E+05	5696	6.42E+05	0.51672	0.53267	0.70516	0.99544	0.0428	0.060621	0.7101	0.061941	0.73412	0.99642	54.104	0.84828	114.78	1.4992	0	17920	8683.6	12014	43975	0.025573	1	1860	48.296	26.687	19.159	50.352	46.832	26.363	1861.9	1.551	1.0725	17.763	12.045	34.556	16.816	1.1041	0.77383
3/27/2018 4:05	310.75	5.3741	14540	228.09	5.3549	8.13E+05	228.09	5.3549	7.87E+05	2.5889	0.044772	97.366	1.7	97.864	47.236	2.2938	3657.9	3543	2.21E+05	5349.9	6.22E+05	8.49E+05	1.79E+05	5354.9	6.43E+05	0.51666	0.53261	0.70514	0.99545	0.042817	0.060389	0.71007	0.061716	0.73401	0.99642	54.127	0.84823	114.85	1.4999	0	17905	8683.9	12026	43986	0.025598	1	1842.2	48.31	26.669	19.159	50.285	46.832	26.349	1839.5	1.5455	1.0679	17.763	12.045	34.556	16.816	1.1041	0.77387
3/27/2018 4:06	332.63	5.7525	14411	244.16	5.7319	8.08E+05	244.16	5.7319	7.80E+05	2.6546	0.045909	97.299	1.7	97.679	47.706	2.2938	3694	3579.1	2.36E+05	5726.6	6.16E+05	8.55E+05	1.92E+05	5731.9	6.39E+05	0.51669	0.53264	0.70514	0.99545	0.042809	0.060829	0.71008	0.062146	0.73402	0.99642	54.118	0.84823	114.84	1.4998	0	17904	8681.9	11996	43949	0.025577	1	1850.4	48.301	26.66	19.164	50.278	46.832	26.332	1848.4	1.5535	1.0801	17.762	12.045	34.557	16.816	1.1043	0.77399
3/27/2018 4:07	361.22	6.247	14133	265.18	6.2246	7.95E+05	265.18	6.2246	7.64E+05	2.7918	0.048282	97.16	1.7	97.454	39.623	2.2934	3085	2970.2	2.56E+05	6218.7	6.04E+05	8.72E+05	2.08E+05	6224.6	6.29E+05	0.51676	0.53271	0.70517	0.99544	0.042791	0.061743	0.71011	0.063039	0.73413	0.99642	54.094	0.84829	114.77	1.4991	0	17910	8674.2	12016	43970	0.025607	1	1841.9	48.286	26.68	19.174	50.305	46.832	26.352	1842	1.5512	1.0915	17.763	12.045	34.557	16.816	1.1041	0.77388
3/27/2018 4:08	371.61	6.4266	14087	272.8	6.4036	7.94E+05	272.8	6.4036	7.62E+05	3.0366	0.052515	96.911	1.7	97.374	38.265	2.2935	2985	2870.1	2.64E+05	6397.5	6.02E+05	8.71E+05	2.14E+05	6403.6	6.28E+05	0.51665	0.53259	0.70514	0.99544	0.042818	0.063431	0.71008	0.064692	0.7341	0.99642	54.127	0.84826	114.78	1.4992	0	17893	8661.8	12011	43937	0.025594	1	1852.5	48.318	26.709	19.173	50.32	46.832	26.371	1851.2	1.5578	1.1095	17.763	12.045	34.556	16.816	1.1041	0.77383
3/27/2018 4:09	332.52	5.7506	14407	244.19	5.7299	8.07E+05	244.19	5.7299	7.79E+05	2.7509	0.047575	97.201	1.7	97.703	42.933	2.2927	3330.4	3215.8	2.36E+05	5724.5	6.15E+05	8.58E+05	1.92E+05	5729.9	6.38E+05	0.51681	0.53275	0.70521	0.99542	0.042775	0.061452	0.71014	0.062753	0.73437	0.99641	54.07	0.84839	114.61	1.4975	0	17892	8676.5	12007	43935	0.02559	1	1853.3	48.282	26.752	19.171	50.281	46.832	26.41	1851.5	1.566	1.1065	17.763	12.045	34.556	16.816	1.1042	0.7739
3/27/2018 4:10	365.02	6.3127	14141	268.07	6.29	7.95E+05	268.07	6.29	7.65E+05	3.0262	0.052335	96.921	1.7	97.43	39.038	2.2926	3038.4	2923.8	2.59E+05	6284	6.04E+05	8.69E+05	2.11E+05	6290	6.29E+05	0.51678	0.53272	0.70521	0.99542	0.042781	0.063325	0.71014	0.064586	0.73441	0.9964	54.075	0.8484	114.58	1.4972	0	17900	8662.1	12006	43932	0.025586	1	1852.9	48.292	26.778	19.175	50.301	46.832	26.446	1850.9	1.5628	1.104	17.764	12.046	34.556	16.816	1.1036	0.77352
3/27/2018 4:11	350.9	6.0684	14259	257.84	6.0465	7.99E+05	257.84	6.0465	7.70E+05	2.6706	0.046185	97.283	1.7	97.55	40.783	2.2914	3162.5	3048.1	2.49E+05	6040.7	6.08E+05	8.66E+05	2.03E+05	6046.5	6.32E+05	0.51707	0.53301	0.70531	0.9954	0.042707	0.060843	0.71024	0.062153	0.73479	0.99639	53.98	0.84861	114.34	1.4949	0	17881	8680.1	12014	43920	0.025577	1	1851.1	48.224	26.817	19.183	50.28	46.833	26.476	1850.2	1.5756	1.1073	17.765	12.047	34.555	16.815	1.1028	0.77295
3/27/2018 4:12	282.52	4.8859	14864	207.53	4.8683	8.28E+05	207.53	4.8683	8.04E+05	2.288	0.039568	97.672	1.7	98.092	54.024	2.2921	4161.8	4047.3	2.01E+05	4863.6	6.35E+05	8.34E+05	1.63E+05	4868.3	6.55E+05	0.51674	0.53267	0.70521	0.9954	0.04279	0.058322	0.71014	0.059691	0.73453	0.99639	54.083	0.84844	114.49	1.4964	0	17882	8698.8	12029	43963	0.025596	1	1857.3	48.311	26.841	19.179	50.315	46.832	26.505	1855.7	1.5824	1.0644	17.766	12.047	34.555	16.815	1.1024	0.77269
3/27/2018 4:13	407.5	7.0473	13811	299.41	7.0219	7.80E+05	299.41	7.0219	7.46E+05	3.4289	0.0593	96.512	1.7	97.08	33.644	2.2915	2630.4	2516	2.89E+05	7015.2	5.89E+05	8.85E+05	2.35E+05	7021.9	6.17E+05	0.51696	0.53289	0.70528	0.9954	0.042734	0.066019	0.71021	0.067219	0.73475	0.99639	54.013	0.84857	114.36	1.495	0	17858	8642	12024	43886	0.02554	1	1855.9	48.256	26.845	19.184	50.322	46.832	26.513	1853.3	1.5925	1.088	17.765	12.047	34.555	16.815	1.1031	0.77316
3/27/2018 4:14	380.7	6.5838	14005	279.66	6.5601	7.89E+05	279.66	6.5601	7.57E+05	3.0356	0.052497	96.912	1.7	97.297	36.997	2.2919	2884	2769.5	2.70E+05	6553.8	5.98E+05	8.72E+05	2.20E+05	6560.1	6.24E+05	0.51681	0.53274	0.70523	0.9954	0.042771	0.06338	0.71017	0.064639	0.73462	0.99639	54.059	0.84849	114.44	1.4959	0	17888	8661.5	12023	43929	0.025574	1	1845.8	48.294	26.849	19.184	50.317	46.839	26.519	1848	1.5964	1.1374	17.765	12.047	34.555	16.815	1.1029	0.773
3/27/2018 4:15	350.4	6.0599	14204	257.44	6.038	7.97E+05	257.44	6.038	7.68E+05	2.9152	0.050415	97.034	1.7	97.548	40.256	2.2917	3126.8	3012.3	2.49E+05	6032.2	6.06E+05	8.63E+05	2.02E+05	6038	6.30E+05	0.51688	0.53281	0.70526	0.9954	0.042754	0.062547	0.71019	0.063823	0.73469	0.99639	54.037	0.84853	114.39	1.4954	0	17902	8669	12021	43946	0.025574	1	1841	48.276	26.85	19.19	50.28	46.842	26.522	1838.7	1.577	1.124	17.765	12.047	34.555	16.815	1.103	0.77306
3/27/2018 4:16	339.51	5.8715	14330	249.44	5.8502	8.03E+05	249.44	5.8502	7.74E+05	2.6995	0.046684	97.254	1.7	97.633	42.895	2.2916	3323.9	3209.5	2.41E+05	5844.6	6.12E+05	8.62E+05	1.96E+05	5850.2	6.35E+05	0.51687	0.5328	0.70525	0.9954	0.042756	0.061085	0.71019	0.062392	0.73469	0.99639	54.04	0.84853	114.39	1.4954	0	17889	8679.2	12010	43938	0.025577	1	1848.7	48.28	26.855	19.193	50.316	46.845	26.53	1844.3	1.5614	1.09	17.765	12.047	34.555	16.815	1.1029	0.77305
3/27/2018 4:17	351.92	6.0861	14232	258.54	6.0641	7.99E+05	258.54	6.0641	7.69E+05	2.7944	0.048327	97.157	1.7	97.544	39.93	2.2917	3103.3	2988.9	2.50E+05	6058.3	6.08E+05	8.65E+05	2.03E+05	6064.1	6.32E+05	0.51681	0.53273	0.70524	0.99539	0.042771	0.061745	0.71017	0.063039	0.73468	0.99638	54.058	0.84851	114.4	1.4955	0	17944	8673.8	12017	44009	0.025617	1	1848.5	48.298	26.873	19.198	50.307	46.843	26.542	1848.4	1.547	1.0999	17.765	12.047	34.555	16.815	1.103	0.77307
3/27/2018 4:18	311.96	5.3951	14572	229.24	5.3756	8.13E+05	229.24	5.3756	7.87E+05	2.5434	0.043986	97.413	1.7	97.854	47.875	2.2913	3694.6	3580.3	2.21E+05	5370.4	6.22E+05	8.51E+05	1.80E+05	5375.6	6.43E+05	0.51694	0.53287	0.70528	0.99539	0.042738	0.060007	0.71022	0.061337	0.73483	0.99638	54.015	0.8486	114.3	1.4945	0	17901	8687.7	12018	43963	0.025596	1	1845.9	48.265	26.88	19.199	50.298	46.846	26.552	1846	1.5325	1.0933	17.765	12.047	34.555	16.815	1.103	0.77306
3/27/2018 4:19	331.42	5.7315	14438	243.56	5.7108	8.07E+05	243.56	5.7108	7.79E+05	2.5986	0.044941	97.356	1.7	97.716	43.115	2.291	3336.4	3222.1	2.35E+05	5705.3	6.16E+05	8.55E+05	1.91E+05	5710.8	6.39E+05	0.51703	0.53296	0.70531	0.99539	0.042715	0.060363	0.71024	0.061683	0.73489	0.99638	53.987	0.84864	114.27	1.4942	0	17886	8684.1	12052	43979	0.025611	1	1855.7	48.241	26.87	19.199	50.284	46.862	26.543	1853.8	1.5627	1.0646	17.766	12.047	34.555	16.815	1.1024	0.77269
3/27/2018 4:20	334.63	5.7871	14366	245.89	5.7661	8.04E+05	245.89	5.7661	7.76E+05	2.7129	0.046917	97.24	1.7	97.683	42.39	2.2913	3284.8	3170.5	2.38E+05	5760.6	6.13E+05	8.55E+05	1.93E+05	5766.1	6.36E+05	0.5169	0.53282	0.70527	0.99538	0.042748	0.061168	0.71021	0.062473	0.73481	0.99638	54.027	0.84858	114.31	1.4946	0	17905	8678.3	12027	43967	0.025586	1	1846.3	48.277	26.892	19.2	50.272	46.855	26.559	1845.7	1.5755	1.0745	17.766	12.048	34.555	16.815	1.1022	0.7725
3/27/2018 4:21	326.82	5.6521	14452	240.18	5.6316	8.08E+05	240.18	5.6316	7.81E+05	2.5526	0.044145	97.403	1.7	97.741	44.782	2.291	3462.8	3348.5	2.32E+05	5626.2	6.17E+05	8.58E+05	1.89E+05	5631.6	6.39E+05	0.51691	0.53284	0.70529	0.99538	0.042742	0.060074	0.71022	0.061403	0.73489	0.99638	54.019	0.84861	114.26	1.4941	0	17876	8686	12018	43942	0.02559	1	1849	48.275	26.912	19.201	50.305	46.847	26.58	1847.2	1.5689	1.0764	17.766	12.047	34.554	16.815	1.1025	0.77275
3/27/2018 4:22	308.41	5.3336	14599	226.64	5.3142	8.15E+05	226.64	5.3142	7.89E+05	2.5263	0.04369	97.43	1.7	97.894	46.931	2.2911	3626.3	3512	2.19E+05	5309.1	6.24E+05	8.47E+05	1.78E+05	5314.2	6.45E+05	0.5168	0.53272	0.70526	0.99537	0.042769	0.059922	0.71019	0.061256	0.73485	0.99637	54.051	0.84858	114.28	1.4943	0	17905	8688.2	12010	43969	0.025596	1	1849.4	48.307	26.942	19.204	50.288	46.857	26.6	1847.7	1.5794	1.0757	17.766	12.047	34.554	16.815	1.1029	0.773
3/27/2018 4:23	336.5	5.8194	14359	247.28	5.7982	8.04E+05	247.28	5.7982	7.76E+05	2.6663	0.046111	97.288	1.7	97.666	42.542	2.2911	3297.1	3182.9	2.39E+05	5792.6	6.13E+05	8.61E+05	1.94E+05	5798.2	6.36E+05	0.51681	0.53273	0.70527	0.99537	0.042766	0.06087	0.7102	0.062182	0.73489	0.99637	54.047	0.84859	114.25	1.4941	0	17904	8680.2	12019	43962	0.025599	1	1847.4	48.305	26.952	19.207	50.336	46.841	26.623	1847.1	1.5541	1.0722	17.765	12.047	34.554	16.815	1.1032	0.7732
3/27/2018 4:24	356.97	6.1734	14225	262.36	6.151	7.99E+05	262.36	6.151	7.69E+05	2.891	0.049997	97.059	1.7	97.508	39.365	2.2908	3058	2943.8	2.53E+05	6145.1	6.07E+05	8.62E+05	2.06E+05	6151	6.32E+05	0.51688	0.5328	0.70529	0.99537	0.042748	0.062378	0.71022	0.063658	0.73495	0.99637	54.024	0.84863	114.21	1.4937	0	17927	8670.8	12002	43952	0.02558	1	1855.9	48.287	26.951	19.204	50.32	46.836	26.62	1854.3	1.5442	1.0906	17.766	12.047	34.554	16.815	1.103	0.7731
3/27/2018 4:25	343.6	5.9422	14351	252.51	5.9206	8.04E+05	252.51	5.9206	7.75E+05	2.827	0.04889	97.124	1.7	97.606	42.897	2.291	3322.2	3208	2.44E+05	5914.9	6.13E+05	8.58E+05	1.98E+05	5920.6	6.36E+05	0.51686	0.53278	0.70528	0.99537	0.042754	0.061949	0.71021	0.063238	0.73491	0.99637	54.032	0.84861	114.24	1.4939	0	17865	8672.3	12055	43943	0.025588	1	1856.9	48.292	26.943	19.204	50.305	46.858	26.615	1854.9	1.5633	1.089	17.766	12.047	34.554	16.815	1.1028	0.77294
3/27/2018 4:26	368.97	6.3809	14105	271.2	6.3577	7.93E+05	271.2	6.3577	7.62E+05	3.0356	0.052497	96.912	1.7	97.4	38.166	2.2906	2966.3	2852.1	2.62E+05	6351.6	6.02E+05	8.75E+05	2.13E+05	6357.7	6.27E+05	0.51696	0.53288	0.70531	0.99537	0.042729	0.063342	0.71024	0.064599	0.73504	0.99637	54	0.84868	114.16	1.4931	0	17884	8661.4	11994	43902	0.025546	1	1851.6	48.268	26.954	19.198	50.255	46.857	26.617	1849.8	1.591	1.1166	17.766	12.047	34.554	16.815	1.1028	0.77297
3/27/2018 4:27	349.16	6.0383	14247	256.58	6.0164	7.99E+05	256.58	6.0164	7.70E+05	2.7452	0.047476	97.207	1.7	97.564	40.433	2.2911	3140.1	3025.8	2.48E+05	6010.6	6.08E+05	8.58E+05	2.02E+05	6016.4	6.32E+05	0.51678	0.5327	0.70526	0.99537	0.042774	0.061413	0.71019	0.062714	0.73487	0.99637	54.057	0.84858	114.26	1.4942	0	17917	8676.8	12016	43942	0.025579	1	1847.6	48.314	26.957	19.194	50.301	46.86	26.625	1846.1	1.5612	1.1047	17.766	12.047	34.554	16.815	1.1027	0.77291
3/27/2018 4:28	318.29	5.5044	14487	233.92	5.4844	8.10E+05	233.92	5.4844	7.83E+05	2.5453	0.044018	97.411	1.7	97.801	46.446	2.2908	3588.1	3473.9	2.26E+05	5479.1	6.19E+05	8.49E+05	1.84E+05	5484.4	6.40E+05	0.51683	0.53275	0.70528	0.99536	0.042761	0.060044	0.71021	0.061375	0.73495	0.99637	54.039	0.84862	114.21	1.4937	0	17896	8686.4	12053	43991	0.025619	1	1838.9	48.303	26.969	19.195	50.342	46.861	26.639	1839	1.55	1.0807	17.766	12.047	34.554	16.815	1.103	0.77308
3/27/2018 4:29	343.04	5.9325	14314	252.09	5.9109	8.03E+05	252.09	5.9109	7.74E+05	2.7417	0.047416	97.211	1.7	97.613	41.728	2.291	3236.5	3122.2	2.44E+05	5905.2	6.11E+05	8.68E+05	1.98E+05	5910.9	6.35E+05	0.51676	0.53268	0.70526	0.99536	0.042777	0.061392	0.71019	0.062694	0.7349	0.99637	54.06	0.84859	114.24	1.4939	0	17919	8676.5	11996	43943	0.025564	1	1851	48.321	26.977	19.199	50.281	46.858	26.645	1849.2	1.5598	1.0849	17.766	12.047	34.554	16.815	1.1031	0.77319
3/27/2018 4:30	285.89	4.9441	14800	210.13	4.9261	8.24E+05	210.13	4.9261	8.00E+05	2.3492	0.040627	97.61	1.7	98.065	52.942	2.2906	4073.1	3958.9	2.03E+05	4921.4	6.32E+05	8.41E+05	1.65E+05	4926.1	6.51E+05	0.51685	0.53277	0.70529	0.99536	0.042754	0.058706	0.71022	0.060065	0.735	0.99636	54.03	0.84865	114.17	1.4933	0	17931	8696.6	12009	44003	0.025601	1	1848.8	48.298	26.982	19.2	50.293	46.86	26.654	1848.4	1.5337	1.0701	17.766	12.047	34.554	16.815	1.1032	0.77323
3/27/2018 4:31	370.38	6.4054	14054	272.29	6.3821	7.90E+05	272.29	6.3821	7.59E+05	2.961	0.051208	96.988	1.7	97.386	37.565	2.2902	2920.4	2806.3	2.63E+05	6375.9	5.99E+05	8.66E+05	2.14E+05	6382.1	6.25E+05	0.517	0.53292	0.70533	0.99536	0.042718	0.062826	0.71026	0.064094	0.73515	0.99636	53.985	0.84873	114.09	1.4924	0	17875	8666.5	12007	43880	0.025542	1	1844.1	48.262	26.983	19.202	50.31	46.862	26.651	1841	1.5513	1.0782	17.766	12.048	34.554	16.814	1.1027	0.77285
3/27/2018 4:32	356.61	6.1672	14183	262.06	6.1448	7.97E+05	262.06	6.1448	7.67E+05	2.8764	0.049744	97.074	1.7	97.492	40.227	2.2912	3126.9	3012.6	2.53E+05	6138.9	6.06E+05	8.69E+05	2.06E+05	6144.8	6.31E+05	0.51667	0.53258	0.70523	0.99536	0.042801	0.062328	0.71016	0.063612	0.73484	0.99636	54.088	0.84855	114.27	1.4943	0	17893	8668.9	12027	43956	0.025578	1	1847.9	48.346	26.99	19.203	50.338	46.862	26.655	1845.2	1.5798	1.1108	17.766	12.048	34.554	16.814	1.1027	0.77286
3/27/2018 4:33	326.1	5.6396	14476	239.73	5.6191	8.09E+05	239.73	5.6191	7.82E+05	2.6534	0.045888	97.301	1.7	97.752	44.533	2.2902	3441.5	3327.4	2.32E+05	5613.6	6.18E+05	8.54E+05	1.88E+05	5619.1	6.40E+05	0.51697	0.53289	0.70532	0.99536	0.042725	0.060743	0.71025	0.062057	0.73513	0.99636	53.993	0.84872	114.1	1.4925	0	17895	8682.5	12012	43944	0.025579	1	1852.5	48.27	26.987	19.207	50.294	46.855	26.657	1852.5	1.5701	1.0926	17.766	12.047	34.554	16.814	1.1031	0.77318
3/27/2018 4:34	329.02	5.6901	14441	241.83	5.6694	8.08E+05	241.83	5.6694	7.80E+05	2.7256	0.047136	97.227	1.7	97.714	45.548	2.2906	3519.4	3405.2	2.34E+05	5663.9	6.16E+05	8.47E+05	1.90E+05	5669.4	6.39E+05	0.51688	0.5328	0.70529	0.99536	0.042747	0.061254	0.71023	0.062557	0.73502	0.99637	54.021	0.84866	114.16	1.4932	0	17892	8677	12012	43948	0.025577	1	1845.6	48.29	26.978	19.203	50.325	46.86	26.649	1848.7	1.5679	1.0694	17.767	12.048	34.554	16.814	1.1024	0.77269
3/27/2018 4:35	355.17	6.1423	14178	261.04	6.12	7.96E+05	261.04	6.12	7.66E+05	2.8125	0.04864	97.139	1.7	97.509	39.758	2.2907	3086.1	2971.8	2.52E+05	6114.1	6.05E+05	8.69E+05	2.05E+05	6120	6.29E+05	0.51692	0.53284	0.7053	0.99537	0.042739	0.061836	0.71023	0.063126	0.735	0.99637	54.012	0.84866	114.18	1.4934	0	17913	8673.3	12024	43951	0.02557	1	1843.9	48.278	26.953	19.202	50.238	46.86	26.63	1840.6	1.5654	1.0948	17.766	12.047	34.554	16.815	1.1028	0.77294
3/27/2018 4:36	353.48	6.1131	14247	259.86	6.0909	7.99E+05	259.86	6.0909	7.69E+05	2.8632	0.049516	97.087	1.7	97.532	40.217	2.2903	3118.4	3004.3	2.51E+05	6085	6.08E+05	8.62E+05	2.04E+05	6090.9	6.32E+05	0.51704	0.53296	0.70534	0.99537	0.04271	0.062153	0.71027	0.063435	0.73512	0.99637	53.975	0.84873	114.11	1.4926	0	17885	8670.4	12038	43963	0.025591	1	1854.9	48.249	26.957	19.198	50.264	46.855	26.628	1852.1	1.5595	1.1037	17.767	12.048	34.554	16.815	1.1023	0.77261
3/27/2018 4:37	342.71	5.9268	14349	251.9	5.9052	8.04E+05	251.9	5.9052	7.75E+05	2.8186	0.048745	97.133	1.7	97.616	42.825	2.2906	3316.1	3201.9	2.43E+05	5899.5	6.12E+05	8.65E+05	1.98E+05	5905.2	6.36E+05	0.51689	0.5328	0.70529	0.99536	0.042747	0.061886	0.71023	0.063176	0.73502	0.99637	54.021	0.84866	114.17	1.4932	0	17892	8672.2	12015	43949	0.025583	1	1856.8	48.289	26.974	19.198	50.316	46.862	26.642	1854.2	1.5763	1.1014	17.767	12.048	34.554	16.815	1.1021	0.77246
3/27/2018 4:38	313.55	5.4225	14617	230.54	5.4028	8.15E+05	230.54	5.4028	7.89E+05	2.4149	0.041764	97.543	1.7	97.848	47.989	2.2898	3696.5	3582.5	2.23E+05	5397.5	6.23E+05	8.56E+05	1.81E+05	5402.8	6.45E+05	0.51707	0.53299	0.70536	0.99535	0.042698	0.0591	0.71029	0.060447	0.73528	0.99636	53.958	0.8488	114.01	1.4916	0	17903	8694	12041	43990	0.025621	1	1860.3	48.245	27.003	19.199	50.31	46.862	26.669	1857.6	1.5639	1.0902	17.767	12.048	34.554	16.814	1.102	0.77242
3/27/2018 4:39	341.28	5.9021	14323	250.89	5.8806	8.02E+05	250.89	5.8806	7.74E+05	2.6926	0.046565	97.261	1.7	97.623	42.551	2.2903	3295.4	3181.3	2.42E+05	5874.9	6.11E+05	8.57E+05	1.97E+05	5880.6	6.35E+05	0.51684	0.53275	0.7053	0.99535	0.042756	0.061039	0.71023	0.062347	0.73513	0.99635	54.029	0.84869	114.09	1.4925	0	17898	8677.8	12036	43980	0.025605	1	1845	48.308	27.036	19.191	50.287	46.862	26.697	1847.3	1.5544	1.0634	17.767	12.048	34.553	16.814	1.1023	0.77259
3/27/2018 4:40	313.17	5.416	14554	230.26	5.3962	8.12E+05	230.26	5.3962	7.86E+05	2.5212	0.043601	97.435	1.7	97.854	46.128	2.2899	3560.4	3446.3	2.22E+05	5390.9	6.21E+05	8.50E+05	1.81E+05	5396.2	6.42E+05	0.51692	0.53283	0.70533	0.99534	0.042733	0.059854	0.71026	0.061186	0.73527	0.99635	54	0.84876	114	1.4916	0	17907	8688.6	12029	43984	0.025608	1	1849.3	48.289	27.057	19.191	50.299	46.862	26.723	1846.4	1.5578	1.0691	17.767	12.048	34.553	16.814	1.1024	0.77265
